OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
12982,Atlantic Ocean,,,Manta net,0.211942,pieces/m3,0.005-1,Medium,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,44.364776,-21.876063,11/20/2020 12:00:00 AM,f7709b1b-bd4e-40e0-8976-cc3d431f71f6,-21.8760629999999,44.3647760000001
12988,Atlantic Ocean,,,Manta net,0.421108,pieces/m3,0.005-1,Medium,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,47.89658,-9.026751,11/24/2020 12:00:00 AM,d5fc7912-52fc-4210-9f82-2dd452e304f2,-9.02675099999993,47.89658
13821,Atlantic Ocean,,,Manta net,0.251139,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,28.734,-13.83,11/12/2020 12:00:00 AM,b2b8b915-787a-4312-a31c-9a9d04fe1bce,-13.8299999999999,28.734
13424,Atlantic Ocean,,,Manta net,0.01334,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,4.146767,-27.815967,11/4/2017 12:00:00 AM,387c190e-e221-4ce2-8f68-bf8f2c3d5ca2,-27.8159669999999,4.14676700000007
13209,Atlantic Ocean,,,Manta net,1.083789,pieces/m3,1-10,High,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,35.447,-22.172667,7/19/2014 12:00:00 AM,224250cf-3e6b-4042-b967-b5de7563b620,-22.1726669999999,35.4470000000001
13163,Atlantic Ocean,,,Manta net,0.467905,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,38.302483,-19.782367,10/9/2013 12:00:00 AM,dd46f019-ebea-466f-a241-32028d8e67df,-19.782367,38.3024830000001
13687,Atlantic Ocean,,,Manta net,0.216508,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,40.972,-9.5495,7/8/2020 12:00:00 AM,a2465815-b529-46cf-a6d9-7e217dc68eda,-9.54949999999997,40.972
13664,Atlantic Ocean,,,Manta net,0.012198,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,42.8155,-9.423833,10/1/2018 12:00:00 AM,042c110c-757a-44b2-a605-cc8a8e10e551,-9.42383299999995,42.8155
12969,Atlantic Ocean,,,Manta net,1.573654,pieces/m3,1-10,High,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,32.822983,-37.958275,11/12/2020 12:00:00 AM,5772cd5d-74dc-49a2-b0ef-34da26ea1564,-37.958275,32.8229830000001
13564,Atlantic Ocean,,,Manta net,0.035406,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,40.617633,-8.826117,9/11/2018 12:00:00 AM,69c95e16-3790-4799-8ca2-22ebedc5ae12,-8.82611699999995,40.6176330000001
13587,Atlantic Ocean,,,Manta net,0.039775,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,38.489,-28.559167,5/26/2019 12:00:00 AM,a1628daa-8e26-46ba-a262-daae593aa1b2,-28.5591669999999,38.489
13215,Atlantic Ocean,,,Manta net,0.171885,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,39.81,-23.361667,8/1/2014 12:00:00 AM,fe8f8a21-e45d-4e3f-a194-b3ba6924a894,-23.361667,39.8100000000001
13547,Atlantic Ocean,,,Manta net,0.349503,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,42.414333,-8.934833,7/8/2018 12:00:00 AM,0d8c1053-42f9-408b-b1b5-de546780f05b,-8.93483299999997,42.4143330000001
21968,Atlantic Ocean,Caribbean Sea,,Manta net,0.46,pieces/m3,0.005-1,Medium,"Rose and Webber, 2019","Rose, D., M. Webber. 2019. Characterization of microplastics in the surface waters of Kingston Harbour. Science of the Total Environment 664 (2019) 753-760. https://doi.org/10.1016/j.scitotenv.2019.01.319",https://doi.org/10.1016/j.scitotenv.2019.01.319,"University of the West Indies, Mona, Jamaica","Kingston Harbor, Jamaica ",284765,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:284765,17.94864,-76.83483,12/15/2017 12:00:00 AM,9625c71a-0dad-4e29-89a6-12ac220e12d3,-76.83483,17.9486400000001
13739,Atlantic Ocean,,,Manta net,0,pieces/m3,0-0.0005,Very Low,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,42.378,-8.915667,9/9/2020 12:00:00 AM,c094a32f-d7a6-4cd1-b2d2-4340e948bacc,-8.91566699999993,42.378
21954,Atlantic Ocean,Caribbean Sea,,Manta net,0.41,pieces/m3,0.005-1,Medium,"Rose and Webber, 2019","Rose, D., M. Webber. 2019. Characterization of microplastics in the surface waters of Kingston Harbour. Science of the Total Environment 664 (2019) 753-760. https://doi.org/10.1016/j.scitotenv.2019.01.319",https://doi.org/10.1016/j.scitotenv.2019.01.319,"University of the West Indies, Mona, Jamaica","Kingston Harbor, Jamaica ",284765,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:284765,17.93206,-76.84219,11/16/2017 12:00:00 AM,95728162-55a8-476d-b72b-b4bda68b2a57,-76.84219,17.93206
13593,Atlantic Ocean,,,Manta net,0.019178,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,39.530167,-9.652,7/26/2019 12:00:00 AM,90fa2f5d-8485-45bb-b031-a5b25ad235ec,-9.65199999999993,39.5301670000001
13604,Atlantic Ocean,,,Manta net,0.020972,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,37.046833,-8.715333,7/23/2019 12:00:00 AM,6c113061-ca64-4462-b19b-ca043936c7e1,-8.71533299999993,37.046833
13842,Atlantic Ocean,Gulf of St. Lawrence,,Manta net,0.418316,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,49.104,-66.756,7/22/2021 12:00:00 AM,5647ae2a-f583-4ae1-9103-3e9ef1c34294,-66.756,49.104
12963,Atlantic Ocean,,,Manta net,0.870983,pieces/m3,0.005-1,Medium,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,35.6619,-27.745187,11/6/2020 12:00:00 AM,9c474ecb-3e2b-49d6-a555-ead434f7d136,-27.7451869999999,35.6619000000001
13155,Atlantic Ocean,,,Manta net,0.427363,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,37.115,-27.92,9/19/2013 12:00:00 AM,a3c7db8f-25e0-4978-afcb-712065842082,-27.92,37.1150000000001
21960,Atlantic Ocean,Caribbean Sea,,Manta net,5.73,pieces/m3,1-10,High,"Rose and Webber, 2019","Rose, D., M. Webber. 2019. Characterization of microplastics in the surface waters of Kingston Harbour. Science of the Total Environment 664 (2019) 753-760. https://doi.org/10.1016/j.scitotenv.2019.01.319",https://doi.org/10.1016/j.scitotenv.2019.01.319,"University of the West Indies, Mona, Jamaica","Kingston Harbor, Jamaica ",284765,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:284765,17.946,-76.75783,11/16/2017 12:00:00 AM,1c284c89-aedb-4ada-aeb8-c164305d441f,-76.75783,17.946
13152,Atlantic Ocean,,,Manta net,0.583664,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,34.431667,-27.53,9/18/2013 12:00:00 AM,4f5b9893-b773-4cc9-9d86-2c29e38280ca,-27.53,34.4316670000001
21951,Atlantic Ocean,Caribbean Sea,,Manta net,0.72,pieces/m3,0.005-1,Medium,"Rose and Webber, 2019","Rose, D., M. Webber. 2019. Characterization of microplastics in the surface waters of Kingston Harbour. Science of the Total Environment 664 (2019) 753-760. https://doi.org/10.1016/j.scitotenv.2019.01.319",https://doi.org/10.1016/j.scitotenv.2019.01.319,"University of the West Indies, Mona, Jamaica","Kingston Harbor, Jamaica ",284765,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:284765,17.94839,-76.81881,11/2/2017 12:00:00 AM,377cc853-7a63-4d12-9c15-3f6aff0537f1,-76.81881,17.9483900000001
21945,Atlantic Ocean,Caribbean Sea,,Manta net,1.48,pieces/m3,1-10,High,"Rose and Webber, 2019","Rose, D., M. Webber. 2019. Characterization of microplastics in the surface waters of Kingston Harbour. Science of the Total Environment 664 (2019) 753-760. https://doi.org/10.1016/j.scitotenv.2019.01.319",https://doi.org/10.1016/j.scitotenv.2019.01.319,"University of the West Indies, Mona, Jamaica","Kingston Harbor, Jamaica ",284765,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:284765,17.946306,-76.754944,9/14/2017 12:00:00 AM,97e5b430-2e44-449f-948b-b479fbc778c0,-76.754944,17.946306
13836,Atlantic Ocean,,,Manta net,0.225055,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,29.048667,-72.560167,5/27/2021 12:00:00 AM,5a618603-953e-4399-a039-0a34b6a15d7e,-72.560167,29.048667
13146,Atlantic Ocean,,,Manta net,0.121448,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,29.231667,-20.103333,9/14/2013 12:00:00 AM,c740ead2-6b89-4286-92c3-470b08623cbe,-20.103333,29.2316670000001
13218,Atlantic Ocean,,,Manta net,0.279094,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,39.563333,-17.643333,8/3/2014 12:00:00 AM,ceaaaf8d-8237-4123-b7fc-620cdacc6b77,-17.6433329999999,39.5633330000001
13169,Atlantic Ocean,,,Manta net,0.551471,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,37.354233,-13.465,10/12/2013 12:00:00 AM,213947e7-e982-4ec6-bdfb-c6b5956a1ff7,-13.465,37.3542330000001
13226,Atlantic Ocean,,,Manta net,0.148689,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,38.965,-10.875,8/6/2014 12:00:00 AM,585bd019-aba5-4cbf-8299-d9a884857df7,-10.8749999999999,38.965
12989,Atlantic Ocean,,,Manta net,0,pieces/m3,0-0.0005,Very Low,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,47.885477,-9.013994,11/24/2020 12:00:00 AM,bd752295-cc02-42be-98e3-f74c8e055cb3,-9.01399399999997,47.885477
12977,Atlantic Ocean,,,Manta net,0.856102,pieces/m3,0.005-1,Medium,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,39.751463,-33.346567,11/16/2020 12:00:00 AM,b1a3e173-4a8e-45c9-9acf-0cf3c0def58d,-33.3465669999999,39.7514630000001
13667,Atlantic Ocean,,,Manta net,0.00777,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,30.4115,-11.2685,11/6/2018 12:00:00 AM,152e9df4-2b6b-4811-9c3f-b8b4bf71b10d,-11.2685,30.4115
13581,Atlantic Ocean,,,Manta net,0.034041,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,19.645833,-29.406667,5/1/2019 12:00:00 AM,00746f78-5e83-42a8-93f2-846fffdc1702,-29.406667,19.645833
10670,Pacific Ocean,,,Manta net,0.019,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,4.833,-93.65,10/19/2006 12:00:00 AM,b824289b-01a3-4c0c-b11e-a6d25c5d6d92,-93.65,4.83300000000003
10676,Pacific Ocean,,,Manta net,0.005,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,4.733,-98.066,9/22/2000 12:00:00 AM,cfc5602b-2e32-493c-b738-b16c3935a075,-98.066,4.73300000000006
13822,Atlantic Ocean,,,Manta net,0.254421,pieces/m3,0.005-1,Medium,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,28.005833,-16.627333,11/28/2020 12:00:00 AM,bfd4bbe4-0e84-47c8-bb4a-cc2aa2e77940,-16.627333,28.0058330000001
12983,Atlantic Ocean,,,Manta net,0.228473,pieces/m3,0.005-1,Medium,Egger et al.2022,"Egger, M., B. Schilt, H. Wolter, T. Mani, R. de Vries, E. Zettler, H. Niemann. 2022. Pelagic distribution of plastic debris (> 500 μm) and marine organisms in the upper layer of the North Atlantic Ocean. Scientific Reports 12, 13465. https://doi.org/10.1038/s41598-022-17742-7",https://doi.org/10.1038/s41598-022-17742-7,"The Ocean Cleanup, Rotterdam, The Netherlands",The Ocean Cleanup Foundation,276265,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276265,44.350027,-21.879087,11/20/2020 12:00:00 AM,5e7f20ea-8855-4c40-a7fb-b766247d1eff,-21.879087,44.3500270000001
